Gene	S21
BnaA02g06330D--BnaA09g40250D--BnaCnng31980D	1
BnaA02g06330D--BnaCnng31980D	5
BnaA02g06340D	38
BnaA02g06350D	701
BnaA02g06350D--BnaA10g13230D	3
BnaA02g06350D--BnaCnng38760D	2
BnaA02g06360D--BnaAnng31180D--BnaAnng33410D	2
BnaA02g06370D	979
BnaA02g06370D--BnaA02g06400D	176
BnaA02g06370D--BnaA02g06400D--BnaC08g43440D--BnaCnng38780D	3
BnaA02g06370D--BnaA02g06400D--BnaCnng38780D	109
BnaA02g06370D--BnaAnng15460D	6
BnaA02g06370D--BnaAnng15460D--BnaCnng38780D	8
BnaA02g06370D--BnaAnng31190D	558
BnaA02g06370D--BnaC04g13200D--BnaAnng15460D--BnaCnng38780D	4
BnaA02g06370D--BnaC04g13200D--BnaCnng38780D	1
BnaA02g06370D--BnaC08g43440D	1
BnaA02g06370D--BnaC08g43440D--BnaC08g43450D	4
BnaA02g06370D--BnaC08g43440D--BnaCnng38780D	1
BnaA02g06370D--BnaCnng38780D	51
BnaA02g06370D--BnaCnng38780D--BnaAnng31190D	19
BnaA02g06380D	25
BnaA02g06380D--BnaA02g06410D	29
BnaA02g06390D	47
BnaA02g06390D--BnaA02g06420D	84
BnaA02g06400D	1681
BnaA02g06400D--BnaAnng15460D	41
BnaA02g06400D--BnaC08g43450D	1
BnaA02g06400D--BnaC08g43450D--BnaAnng15460D	14
BnaA02g06400D--BnaCnng38780D	68
BnaA02g06410D	43
BnaA02g06420D	316
BnaA02g06420D--BnaA10g13210D	12
BnaA02g06430D	1
BnaA02g06440D	1
BnaA02g06460D	59
BnaA02g06470D	76
BnaA02g06470D--BnaA10g13030D	2
BnaA02g06490D	81
BnaA02g06490D--BnaA10g12950D	4
BnaA02g06550D	31
BnaA02g06560D	175
BnaA02g06570D	24
BnaA02g06580D	43
BnaA02g06590D	2
BnaA02g06600D	4
BnaA02g06610D	61
BnaA02g06620D	3
BnaA02g06640D--BnaA02g06660D	6
BnaA02g06660D	4
BnaA02g06670D	145
BnaA02g06680D	1021
BnaA02g06690D	293
BnaA02g06700D	6
BnaA02g06700D--BnaA02g06720D	1
BnaA02g06710D	1
BnaA02g06710D--BnaA02g06730D	34
BnaA02g06730D	105
BnaA02g06740D	19
BnaA02g06750D	25
BnaA02g06760D	63
BnaA02g06770D	33
BnaA02g06780D	40
BnaA02g06780D--BnaA02g06790D	18
BnaA02g06790D	28
BnaA02g06840D	5
BnaA02g06840D--BnaA02g06850D	10
BnaA02g06850D	5
BnaA02g06860D	106
BnaA02g06860D--BnaCnng50900D	89
BnaA02g06870D	1
BnaA02g06870D--BnaCnng50890D	1
BnaA02g06880D	96
BnaA02g06880D--BnaCnng59460D	92
BnaA02g06900D	152
BnaA02g06910D	78
BnaA02g06930D	1
BnaA02g06950D	15
BnaA02g06950D--BnaAnng20650D	1
BnaA02g06950D--BnaAnng20660D	1
BnaA02g06950D--BnaC02g44410D	3
BnaA02g06990D	31
BnaA02g07000D	4
BnaA02g07010D	31
BnaA02g07020D	64
BnaA02g07030D	3
BnaA02g07050D	26
BnaA02g07060D	37
BnaA02g07070D	27
BnaA02g07070D--BnaCnng34510D	20
BnaA02g07090D	12
BnaA02g07100D	12
BnaA02g07110D	1011
BnaA02g07120D	813
BnaA02g07130D	45
BnaA02g07140D	500
BnaA02g07170D	12
BnaA02g07200D	2
BnaA02g07210D	15
BnaA02g07210D--BnaCnng46790D	1
BnaA02g07220D	1
BnaA02g07230D	3
BnaA02g07240D	144
BnaA02g07250D	59
BnaA02g07250D--BnaA10g12180D	1
BnaA02g07310D	2
BnaA02g07320D	29
BnaA02g07320D--BnaC09g53790D	1
BnaA02g07330D	56
BnaA02g07340D	47
BnaA02g07350D--BnaA02g07360D	134
BnaA02g07350D--BnaAnng31270D	76
BnaA02g07360D	177
BnaA02g07370D	39
BnaA02g07380D	2
BnaA02g07400D	3
BnaA02g07440D	43
BnaA02g07460D	10
BnaA02g07470D	25
BnaA02g07470D--BnaA10g29560D	12
BnaA02g07480D	15
BnaA02g07490D	3
BnaA02g07500D	188
BnaA02g07540D	9
BnaA02g07550D	33
BnaA02g07560D	6
BnaA02g07580D	1
BnaA02g07580D--BnaCnng35030D	1
BnaA02g07590D--BnaA10g11830D--BnaCnng35040D--BnaCnng37250D	1
BnaA02g07590D--BnaCnng35040D	5
BnaA02g07600D	19
BnaA02g07600D--BnaCnng31980D--BnaCnng35050D	1
BnaA02g07600D--BnaCnng35050D	21
BnaA02g07600D--BnaCnng35050D--BnaAnng16380D	8
BnaA02g07620D	81
BnaA02g07630D	107
BnaA02g07640D	78
BnaA02g07650D	83
BnaA02g07660D	2
BnaA02g07670D	13
BnaA02g07690D	69
BnaA02g07690D--BnaA10g11970D	4
BnaA02g07690D--BnaA10g11970D--BnaCnng64310D	1
BnaA02g07700D	37
BnaA02g07710D	2
BnaA02g07720D	2
BnaA02g07730D	736
BnaA02g07730D--BnaA10g11990D	1
BnaA02g07730D--BnaA10g11990D--BnaC09g33800D	10
BnaA02g07730D--BnaC03g12430D	1
BnaA02g07730D--BnaC09g33800D	22
BnaA02g07740D	46
BnaA02g07750D	34
BnaA02g07760D	229
BnaA02g07760D--BnaA10g12010D--BnaC09g33780D	6
BnaA02g07760D--BnaC03g12460D	8
BnaA02g07780D	186
BnaA02g07790D	27
BnaA02g07800D	35
BnaA02g07830D	18
BnaA02g07830D--BnaC09g33660D--BnaA10g29220D	1
BnaA02g07840D	505
BnaA02g07840D--BnaC09g33650D	32
BnaA02g07840D--BnaC09g33650D--BnaA10g29230D	11
BnaA02g07850D	12
BnaA02g07860D	1
BnaA02g07880D	2
BnaA02g07900D	13
BnaA02g07910D	265
BnaA02g07920D	9
BnaA02g07930D	45
BnaA02g07940D	39
BnaA02g07940D--BnaA10g29400D	1
BnaA02g07940D--BnaCnng39770D	3
BnaA02g07950D	2
BnaA02g07960D	58
BnaA02g07970D	215
BnaA02g07980D	67
BnaA02g07990D	93
BnaA02g08000D	160
BnaA02g08010D	114
BnaA02g08020D	61
BnaA02g08030D	3
BnaA02g08040D	873
BnaA02g08050D	2
BnaA02g08060D	4
BnaA02g08090D	127
BnaA02g08090D--BnaA10g11680D	1
BnaA02g08130D	34
BnaA02g08150D	23
BnaA02g08160D	721
BnaA02g08170D	249
BnaA02g08180D	10
BnaA02g08200D	2
BnaA02g08230D	219
BnaA02g08270D	6
BnaA02g08300D	40
BnaA02g08320D	4
BnaA02g08330D	254
BnaA02g08330D--BnaA10g11120D--BnaC09g53480D	8
BnaA02g08330D--BnaC02g11860D	337
BnaA02g08330D--BnaC02g11860D--BnaA10g11120D	5
BnaA02g08330D--BnaC02g11860D--BnaA10g11120D--BnaC09g53480D	3
BnaA02g08330D--BnaC09g53480D	7
BnaA02g08350D	40
BnaA02g08350D--BnaA10g11030D--BnaC09g53710D	8
BnaA02g08350D--BnaC02g11920D	14
BnaA02g08400D	525
BnaA02g08400D--BnaA10g28920D	1
BnaA02g08400D--BnaC02g11940D	299
BnaA02g08400D--BnaC02g11940D--BnaA10g28920D	5
BnaA02g08420D	5
BnaA02g08420D--BnaCnng41060D	3
BnaA02g08430D	9
BnaA02g08430D--BnaC02g11970D	25
BnaA02g08440D	60
BnaA02g08440D--BnaA02g24190D	7
BnaA02g08440D--BnaC02g11980D--BnaC02g11990D	64
BnaA02g08440D--BnaC02g11990D	46
BnaA02g08440D--BnaC02g11990D--BnaA02g24190D	7
BnaA02g08450D	59
BnaA02g08450D--BnaC02g12000D	38
BnaA02g08470D	20
BnaA02g08470D--BnaA10g10960D--BnaC09g33410D	1
BnaA02g08480D	23
BnaA02g08480D--BnaAnng30540D	1
BnaA02g08480D--BnaC02g12030D	75
BnaA02g08480D--BnaC02g12030D--BnaCnng68980D	26
BnaA02g08490D	35
BnaA02g08490D--BnaA10g10940D--BnaC02g44480D	5
BnaA02g08490D--BnaC02g44480D	48
BnaA02g08510D	26
BnaA02g08510D--BnaC02g12050D	11
BnaA02g08510D--BnaC02g12060D	3
BnaA02g08510D--BnaC09g33310D	1
BnaA02g08520D	127
BnaA02g08520D--BnaC02g12070D	37
BnaA02g08520D--BnaC09g33240D--BnaC02g12070D	17
BnaA02g08530D	116
BnaA02g08530D--BnaC02g12080D	3
BnaA02g08540D	2
BnaA02g08550D--BnaC02g12110D	1
BnaA02g08560D	65
BnaA02g08560D--BnaC02g12160D	19
BnaA02g08580D	14
BnaA02g08580D--BnaC02g12180D	3
BnaA02g08580D--BnaC09g33050D	1
BnaA02g08590D--BnaC02g12200D	1
BnaA02g08610D	43
BnaA02g08610D--BnaC02g12220D	35
BnaA02g08610D--BnaC02g12220D--BnaCnng15410D	2
BnaA02g08660D	35
BnaA02g08660D--BnaC02g12260D	12
BnaA02g08670D	11
BnaA02g08670D--BnaC02g12260D	6
BnaA02g08680D	54
BnaA02g08680D--BnaCnng16020D	3
BnaA02g08790D	11
BnaA02g08800D	19
BnaA02g08820D	524
BnaA02g08820D--BnaA02g35440D	106
BnaA02g08820D--BnaA03g11100D	1
BnaA02g08820D--BnaA10g28410D	1
BnaA02g08840D	130
BnaA02g08850D	215
BnaA02g08890D	16
BnaA02g08900D	61
BnaA02g08910D	2
BnaA02g08930D	27
BnaA02g08940D	520
BnaA02g08940D--BnaC09g32300D	1
BnaA02g08950D	45
BnaA02g08970D	5
BnaA02g08980D	5
BnaA02g08990D	14
BnaA02g09000D	2
BnaA02g09000D--BnaCnng09370D	31
BnaA02g09000D--BnaCnng09370D--BnaCnng53600D	3
BnaA02g09020D	21
BnaA02g09030D	603
BnaA02g09030D--BnaA02g09040D	413
BnaA02g09040D	1
BnaA02g09060D	171
BnaA02g09130D	5
BnaA02g09140D	126
BnaA02g09150D	224
BnaA02g09160D	68
BnaA02g09170D	145
BnaA02g09180D	174
BnaA02g09190D	132
BnaA02g09200D	25
BnaA02g09210D	204
BnaA02g09220D	1
BnaA02g09230D	33
BnaA02g09240D	16
BnaA02g09250D	26
BnaA02g09260D	11
BnaA02g09270D	26
BnaA02g09280D	134
BnaA02g09290D	3
BnaA02g09300D	256
BnaA02g09320D	67
BnaA02g09380D	28
BnaA02g09390D	9
BnaA02g09400D	191
BnaA02g09410D	93
BnaA02g09420D	134
BnaA02g09450D	49
BnaA02g09450D--BnaA02g27990D	4
BnaA02g09460D	1448
BnaA02g09460D--BnaA02g27980D	618
BnaA02g09460D--BnaA02g27980D--BnaA03g11710D	42
BnaA02g09460D--BnaA02g27980D--BnaA03g11710D--BnaC03g71780D	136
BnaA02g09460D--BnaA02g27980D--BnaA10g08550D	57
BnaA02g09460D--BnaA02g27980D--BnaA10g08550D--BnaA03g11710D	153
BnaA02g09460D--BnaA02g27980D--BnaA10g08550D--BnaA03g11710D--BnaC09g31160D--BnaC03g71780D	1
BnaA02g09460D--BnaA02g27980D--BnaA10g08550D--BnaC09g31160D--BnaC03g71780D	4
BnaA02g09460D--BnaA02g27980D--BnaC09g31160D	106
BnaA02g09460D--BnaA02g27980D--BnaC09g31160D--BnaC03g71780D	115
BnaA02g09460D--BnaA03g11710D	122
BnaA02g09460D--BnaA03g11710D--BnaC03g71780D	10
BnaA02g09460D--BnaA03g11710D--BnaC09g31160D	24
BnaA02g09460D--BnaA03g11710D--BnaC09g31160D--BnaC03g71780D	4
BnaA02g09460D--BnaA10g08550D--BnaC09g31160D--BnaC03g71780D	120
BnaA02g09470D	18
BnaA02g09470D--BnaA02g27970D	1
BnaA02g09490D	3
BnaA02g09490D--BnaA02g27950D--BnaC09g31020D	2
BnaA02g09490D--BnaA10g08520D--BnaC09g31020D	1
BnaA02g09500D	294
BnaA02g09500D--BnaA02g27940D	171
BnaA02g09500D--BnaA10g08510D--BnaC09g31010D	14
BnaA02g09510D	25
BnaA02g09520D	25
BnaA02g09530D	28
BnaA02g09540D	54
BnaA02g09540D--BnaA10g08390D	1
BnaA02g09570D	2
BnaA02g09580D	339
BnaA02g09580D--BnaA10g08330D--BnaC03g14590D--BnaCnng16580D--BnaCnng38420D	14
BnaA02g09580D--BnaC03g14590D--BnaCnng16580D	11
BnaA02g09580D--BnaCnng16580D	95
BnaA02g09590D	23
BnaA02g09590D--BnaA10g08320D	1
BnaA02g09600D	5
BnaA02g09610D	34
BnaA02g09610D--BnaA10g08230D	1
BnaA02g09610D--BnaCnng16630D	17
BnaA02g09620D	63
BnaA02g09620D--BnaA10g08230D--BnaCnng16630D	2
BnaA02g09620D--BnaCnng16630D	105
BnaA02g09630D	25
BnaA02g09640D	25
BnaA02g09640D--BnaCnng16640D	9
BnaA02g09650D	24
BnaA02g09650D--BnaC07g15040D--BnaCnng16650D	42
BnaA02g09650D--BnaC07g15040D--BnaCnng16650D--BnaCnng23150D	1
BnaA02g09650D--BnaCnng16650D	120
BnaA02g09660D	216
BnaA02g09660D--BnaA03g11910D	4
BnaA02g09660D--BnaA03g11910D--BnaC03g14640D	1
BnaA02g09660D--BnaA10g28740D--BnaCnng43440D	3
BnaA02g09660D--BnaC02g44640D	86
BnaA02g09660D--BnaC02g44640D--BnaA10g28740D	6
BnaA02g09660D--BnaC02g44640D--BnaA10g28740D--BnaCnng43440D	12
BnaA02g09660D--BnaC03g14640D--BnaC02g44640D	3
BnaA02g09670D	14
BnaA02g09670D--BnaC02g44630D	5
BnaA02g09680D	146
BnaA02g09680D--BnaC02g44620D	81
BnaA02g09690D	32
BnaA02g09690D--BnaC02g44600D	33
BnaA02g09700D	320
BnaA02g09730D	2
BnaA02g09740D	2
BnaA02g09790D	114
BnaA02g09790D--BnaC02g44680D	65
BnaA02g09820D	5
BnaA02g09820D--BnaC02g13770D	3
BnaA02g09840D	128
BnaA02g09840D--BnaC02g13790D	41
BnaA02g09850D	136
BnaA02g09850D--BnaC02g13800D	26
BnaA02g09860D--BnaA03g12010D--BnaC03g14740D	4
BnaA02g09870D	10
BnaA02g09870D--BnaC02g13820D	8
BnaA02g09880D	66
BnaA02g09880D--BnaC02g13830D	20
BnaA02g09890D	652
BnaA02g09890D--BnaC02g13840D	268
BnaA02g09890D--BnaC02g13840D--BnaCnng14590D	1
BnaA02g09960D	267
BnaA02g09980D	60
BnaA02g09990D	66
BnaA02g10000D	7
BnaA02g10030D	10
BnaA02g10040D	28
BnaA02g10050D	24
BnaA02g10130D	46
BnaA02g10130D--BnaC02g44760D	95
BnaA02g10140D	1
BnaA02g10140D--BnaC02g44770D	1
BnaA02g10150D	1
BnaA02g10150D--BnaC02g44780D	1
BnaA02g10160D	41
BnaA02g10160D--BnaA03g12130D--BnaC03g14840D	3
BnaA02g10190D	36
BnaA02g10190D--BnaC02g44790D	28
BnaA02g10210D	95
BnaA02g10220D	260
BnaA02g10230D	48
BnaA02g10250D	3
BnaA02g10260D	6
BnaA02g10270D	59
BnaA02g10270D--BnaC02g44810D	19
BnaA02g10280D	3
BnaA02g10290D	3
BnaA02g10300D	44
BnaA02g10320D	94
BnaA02g10330D	528
BnaA02g10340D	2
BnaA02g10360D	7
BnaA02g10380D	1
BnaA02g10390D--BnaA03g17040D	32
BnaA02g10390D--BnaA03g17040D--BnaC03g72020D	154
BnaA02g10390D--BnaC03g72020D	28
BnaA02g10400D	2
BnaA02g10410D	280
BnaA02g10410D--BnaA10g06530D	4
BnaA02g10410D--BnaA10g06530D--BnaCnng37900D	2
BnaA02g10420D	18
BnaA02g10440D	129
BnaA02g10450D	291
BnaA02g10460D	29
BnaA02g10470D	10
BnaA02g10480D	62
BnaA02g10490D	30
BnaA02g10500D	109
BnaA02g10500D--BnaA10g06430D--BnaC09g52990D	1
BnaA02g10550D	2
BnaA02g10560D	1
BnaA02g10570D	29
BnaA02g10570D--BnaA10g06370D	4
BnaA02g10630D	10
BnaA02g10640D	160
BnaA02g10640D--BnaC03g15390D--BnaA03g12510D	16
BnaA02g10640D--BnaC09g28890D	4
BnaA02g10650D	4
BnaA02g10660D	4
BnaA02g10670D	86
BnaA02g10680D	24
BnaA02g10690D	19
BnaA02g10690D--BnaCnng18230D	33
BnaA02g10700D	33
BnaA02g10700D--BnaCnng18240D	6
BnaA02g10710D	16
BnaA02g10710D--BnaCnng18270D	1
BnaA02g10720D	15
BnaA02g10720D--BnaCnng18270D--BnaCnng18280D	5
BnaA02g10720D--BnaCnng18280D	7
BnaA02g10740D	9
BnaA02g10740D--BnaC02g44900D	30
BnaA02g10750D	1
BnaA02g10750D--BnaC02g44890D	4
BnaA02g10760D	192
BnaA02g10760D--BnaC02g44880D	433
BnaA02g10770D	19
BnaA02g10800D	4
BnaA02g10810D	127
BnaA02g10820D	318
BnaA02g10820D--BnaC09g28510D	1
BnaA02g10830D	21
BnaA02g10850D	47
BnaA02g10850D--BnaA02g10870D--BnaAnng24940D	46
BnaA02g10860D	35
BnaA02g10880D	21
BnaA02g10890D	1
BnaA02g10900D	66
BnaA02g10910D	1
BnaA02g10920D--BnaAnng28430D	2
BnaA02g10930D	1
BnaA02g10950D	560
BnaA02g10950D--BnaC02g45000D	829
BnaA02g10960D	2
BnaA02g10970D	170
BnaA02g10980D	1824
BnaA02g10990D	51
BnaA02g10990D--BnaAnng08150D	25
BnaA02g11000D	6
BnaA02g11010D	1
BnaA02g11050D	97
BnaA02g11050D--BnaC02g45010D	51
BnaA02g11080D	108
BnaA02g11110D--BnaA02g11120D	23
BnaA02g11150D	19
BnaA02g11190D	4
BnaA02g11200D	111
BnaA02g11210D	2
BnaA02g11220D	1
BnaA02g11230D	33
BnaA02g11230D--BnaAnng22210D	50
BnaA02g11250D	40
BnaA02g11280D	32
BnaA02g11340D	83
BnaA02g11400D	15
BnaA02g11410D	10
BnaA02g11420D	71
BnaA02g11430D	50
BnaA02g11440D	159
BnaA02g11450D	1
BnaA02g11480D--BnaA05g20310D	2
BnaA02g11500D	10
BnaA02g11510D	19
BnaA02g11520D	243
BnaA02g11520D--BnaC03g16370D	34
BnaA02g11530D	5
BnaA02g11530D--BnaCnng62650D	10
BnaA02g11540D	5
BnaA02g11580D	4
BnaA02g11590D	25
BnaA02g11590D--BnaCnng50590D	24
BnaA02g11600D	6
BnaA02g11600D--BnaA08g29900D--BnaCnng50610D	2
BnaA02g11600D--BnaCnng50610D	13
BnaA02g11610D	82
BnaA02g11610D--BnaA09g35600D	3
BnaA02g11620D	438
BnaA02g11620D--BnaA09g35610D	162
BnaA02g11620D--BnaA09g35610D--BnaC04g55530D	6
BnaA02g11620D--BnaC04g55530D	11
BnaA02g11630D--BnaA09g35620D	2
BnaA02g11650D--BnaA09g12930D	3
BnaA02g11650D--BnaA09g12930D--BnaCnng41650D	12
BnaA02g11650D--BnaCnng41650D	11
BnaA02g11680D	48
BnaA02g11690D	81
BnaA02g11700D	1
BnaA02g11710D	33
BnaA02g11720D	85
BnaA02g11740D	25
BnaA02g11760D	72
BnaA02g11770D	8
BnaA02g11780D	1
BnaA02g11790D	1
BnaA02g11800D	276
BnaA02g11800D--BnaC03g27500D	2
BnaA02g11810D--BnaAnng22140D	2
BnaA02g11810D--BnaCnng37490D	5
BnaA02g11820D	73
BnaA02g11830D	652
BnaA02g11840D	119
BnaA02g11840D--BnaA02g20140D	38
BnaA02g11840D--BnaA02g20140D--BnaA02g20230D	23
BnaA02g11840D--BnaA02g20230D	2
BnaA02g11850D	42
BnaA02g11850D--BnaC06g26940D	1
BnaA02g11860D	184
BnaA02g11870D	73
BnaA02g11880D	100
BnaA02g11890D	137
BnaA02g11900D	44
BnaA02g11910D	12
BnaA02g11920D	70
BnaA02g11950D	213
BnaA02g11970D	3
BnaA02g11990D	7
BnaA02g12000D	169
BnaA02g12010D	100
BnaA02g12020D	160
BnaA02g12030D	87
BnaA02g12040D	55
BnaA02g12050D	226
BnaA02g12060D	5
BnaA02g12060D--BnaC02g45190D	17
BnaA02g12070D	34
BnaA02g12070D--BnaC02g45200D	15
BnaA02g12080D	42
BnaA02g12080D--BnaC02g45210D	71
BnaA02g12090D	13
BnaA02g12090D--BnaC02g45220D	5
BnaA02g12100D	73
BnaA02g12100D--BnaC02g45230D	129
BnaA02g12110D	2
BnaA02g12110D--BnaAnng27080D	7
BnaA02g12110D--BnaC02g13740D	26
BnaA02g12110D--BnaC02g13740D--BnaAnng27080D	29
BnaA02g12110D--BnaC02g13740D--BnaC02g45240D	26
BnaA02g12110D--BnaC02g13740D--BnaC02g45240D--BnaAnng27080D	2
BnaA02g12110D--BnaC02g45240D	3
BnaA02g12110D--BnaC02g45240D--BnaAnng27080D	1
BnaA02g12110D--BnaC06g27050D--BnaC02g13740D	7
BnaA02g12120D	1
BnaA02g12140D	42
BnaA02g12140D--BnaA09g02820D--BnaCnng54360D	2
BnaA02g12140D--BnaC02g45280D	15
BnaA02g12150D	15
BnaA02g12150D--BnaC02g45290D	10
BnaA02g12160D	23
BnaA02g12160D--BnaCnng73600D	12
BnaA02g12170D	1
BnaA02g12180D	3
BnaA02g12180D--BnaCnng14500D	12
BnaA02g12210D	23
BnaA02g12210D--BnaCnng14480D	59
BnaA02g12230D	44
BnaA02g12230D--BnaCnng76260D	47
BnaA02g12240D	13
BnaA02g12240D--BnaC02g45590D	10
BnaA02g12250D	400
BnaA02g12250D--BnaC02g45580D	49
BnaA02g12250D--BnaC06g27180D--BnaC02g45580D	19
BnaA02g12270D	262
BnaA02g12270D--BnaA06g20340D	3
BnaA02g12270D--BnaC02g45560D	160
BnaA02g12280D	90
BnaA02g12280D--BnaC02g45540D	96
BnaA02g12310D	1
BnaA02g12310D--BnaCnng36980D	16
BnaA02g12320D	181
BnaA02g12320D--BnaC02g24620D--BnaAnng25840D	2
BnaA02g12320D--BnaC02g24620D--BnaCnng36970D	1
BnaA02g12320D--BnaC06g27300D--BnaCnng36970D	6
BnaA02g12320D--BnaCnng36970D	314
BnaA02g12330D	983
BnaA02g12330D--BnaCnng36960D	397
BnaA02g12340D	139
BnaA02g12340D--BnaCnng36950D	95
BnaA02g12350D	25
BnaA02g12350D--BnaCnng19050D	9
BnaA02g12360D	72
BnaA02g12360D--BnaCnng19020D	93
BnaA02g12370D	1
BnaA02g12370D--BnaCnng19010D	3
BnaA02g12380D	13
BnaA02g12380D--BnaCnng18980D	5
BnaA02g12390D	7
BnaA02g12390D--BnaCnng18970D	10
BnaA02g12400D--BnaA02g12410D	10
BnaA02g12400D--BnaA02g12410D--BnaCnng23860D	7
BnaA02g12410D	20
BnaA02g12410D--BnaCnng23860D	34
BnaA02g12430D	448
BnaA02g12430D--BnaCnng23850D	762
BnaA02g12440D	18
BnaA02g12440D--BnaCnng33550D	22
BnaA02g12470D	1
BnaA02g12470D--BnaCnng33580D	7
BnaA02g12480D	56
BnaA02g12480D--BnaCnng33590D	133
BnaA02g12490D	8
BnaA02g12490D--BnaCnng33600D	5
BnaA02g12490D--BnaCnng33610D	6
BnaA02g12490D--BnaCnng33620D	2
BnaA02g12510D	30
BnaA02g12510D--BnaCnng27990D	6
BnaA02g12520D--BnaC04g32170D--BnaA04g09940D--BnaA04g09920D--BnaCnng60910D	1
BnaA02g12540D	118
BnaA02g12540D--BnaCnng41630D	844
BnaA02g12550D	20
BnaA02g12550D--BnaC02g17020D	30
BnaA02g12560D	5
BnaA02g12570D	6
BnaA02g12570D--BnaC02g17000D	7
BnaA02g12600D	1
BnaA02g12600D--BnaC02g16960D	2
BnaA02g12620D	145
BnaA02g12620D--BnaA02g12640D	3
BnaA02g12620D--BnaC02g16900D	11
BnaA02g12620D--BnaC02g16900D--BnaC02g16920D	17
BnaA02g12620D--BnaC02g16920D	86
BnaA02g12620D--BnaC02g16940D	9
BnaA02g12630D	1
BnaA02g12640D	27
BnaA02g12640D--BnaC02g16940D	1
BnaA02g12650D	129
BnaA02g12660D	16
BnaA02g12660D--BnaC02g45340D	4
BnaA02g12660D--BnaC02g45350D	2
BnaA02g12670D--BnaA02g12730D--BnaC02g45340D--BnaCnng38120D	1
BnaA02g12670D--BnaC02g45340D	5
BnaA02g12680D--BnaA01g18790D	1
BnaA02g12680D--BnaC02g45340D	1
BnaA02g12690D	5
BnaA02g12690D--BnaC02g45300D	1
BnaA02g12700D	3
BnaA02g12700D--BnaC02g45330D	7
BnaA02g12710D--BnaC02g45320D	3
BnaA02g12720D	3
BnaA02g12720D--BnaC02g45310D	2
BnaA02g12730D	134
BnaA02g12730D--BnaC02g45300D	1
BnaA02g12740D	47
BnaA02g12740D--BnaC02g17060D	35
BnaA02g12750D	1
BnaA02g12760D	23
BnaA02g12760D--BnaC02g17080D	8
BnaA02g12770D	41
BnaA02g12770D--BnaC02g17110D	40
BnaA02g12780D	53
BnaA02g12780D--BnaC02g17120D	58
BnaA02g12790D	214
BnaA02g12790D--BnaC02g17130D	541
BnaA02g12800D	1
BnaA02g12800D--BnaA02g12810D	1
BnaA02g12800D--BnaA02g12810D--BnaC02g17140D--BnaC02g17150D	1
BnaA02g12820D	57
BnaA02g12820D--BnaC02g17160D	117
BnaA02g12830D	3
BnaA02g12840D	1
BnaA02g12850D	4
BnaA02g12850D--BnaC02g17190D	3
BnaA02g12860D	12
BnaA02g12860D--BnaC02g17200D	19
BnaA02g12870D	6
BnaA02g12870D--BnaC02g17210D	3
BnaA02g12880D	256
BnaA02g12880D--BnaC02g17210D	99
BnaA02g12880D--BnaC02g17240D	17
BnaA02g12880D--BnaC02g17250D	1
BnaA02g12880D--BnaC02g17260D	1
BnaA02g12880D--BnaC05g28650D--BnaC02g17210D	8
BnaA02g12880D--BnaC05g28660D	4
BnaA02g12880D--BnaC05g28670D	4
BnaA02g12880D--BnaC05g28710D	1
BnaA02g12910D	17
BnaA02g12910D--BnaC02g45440D	2
BnaA02g12920D	2
BnaA02g12920D--BnaC02g45430D	5
BnaA02g12930D	33
BnaA02g12930D--BnaA07g38720D--BnaC06g43560D	1
BnaA02g12930D--BnaCnng55650D	3
BnaA02g12960D	11
BnaA02g12960D--BnaC02g17280D	15
BnaA02g12970D	6
BnaA02g12970D--BnaC02g17290D	6
BnaA02g12980D	5
BnaA02g12980D--BnaA02g12990D	16
BnaA02g12980D--BnaA02g12990D--BnaC02g17300D	8
BnaA02g12990D	32
BnaA02g12990D--BnaC02g17300D	6
BnaA02g13000D	155
BnaA02g13000D--BnaC02g17310D	72
BnaA02g13020D--BnaC02g17330D	1
BnaA02g13040D--BnaC02g45610D	1
BnaA02g13050D	104
BnaA02g13050D--BnaC02g45620D	116
BnaA02g13060D	13
BnaA02g13060D--BnaC02g45630D	33
BnaA02g13070D	15
BnaA02g13070D--BnaC02g45640D	11
BnaA02g13080D	28
BnaA02g13080D--BnaA07g38750D	3
BnaA02g13080D--BnaC02g45710D	23
BnaA02g13090D	124
BnaA02g13090D--BnaC02g45730D	89
BnaA02g13100D	326
BnaA02g13100D--BnaC02g45740D	135
BnaA02g13110D	13
BnaA02g13110D--BnaC02g45750D	5
BnaA02g13120D	5
BnaA02g13120D--BnaA02g13130D	26
BnaA02g13120D--BnaA02g13130D--BnaC02g45770D	9
BnaA02g13130D	5
BnaA02g13130D--BnaC02g45770D	6
BnaA02g13140D	167
BnaA02g13140D--BnaC02g45790D	97
BnaA02g13150D	76
BnaA02g13150D--BnaC02g45970D	40
BnaA02g13170D	16
BnaA02g13170D--BnaCnng21450D	1
BnaA02g13180D	36
BnaA02g13180D--BnaC02g46010D	21
BnaA02g13200D	77
BnaA02g13200D--BnaC02g45900D	39
BnaA02g13220D	41
BnaA02g13220D--BnaC02g45820D	56
BnaA02g13230D	38
BnaA02g13230D--BnaC02g45800D	39
BnaA02g13240D	2
BnaA02g13250D	24
BnaA02g13250D--BnaC02g17360D	12
BnaA02g13260D	11
BnaA02g13260D--BnaC02g17370D	27
BnaA02g13270D	23
BnaA02g13270D--BnaCnng57330D	2
BnaA02g13280D	12
BnaA02g13280D--BnaC02g17390D	15
BnaA02g13300D	23
BnaA02g13310D	277
