Gene	S21
BnaC07g29840D--BnaA06g27130D--BnaAnng30370D	5
BnaC07g29850D	53
BnaC07g29850D--BnaA06g27100D	10
BnaC07g29860D	41
BnaC07g29860D--BnaA06g27090D	3
BnaC07g29860D--BnaC02g41110D	1
BnaC07g29870D	18
BnaC07g29870D--BnaA06g27080D	3
BnaC07g29880D	33
BnaC07g29880D--BnaA02g32420D	1
BnaC07g29880D--BnaA06g27070D	13
BnaC07g29890D	88
BnaC07g29890D--BnaA06g27060D	53
BnaC07g29900D--BnaC04g35070D	1
BnaC07g29900D--BnaC04g35070D--BnaA04g12160D	3
BnaC07g29900D--BnaC08g35720D--BnaC04g35070D--BnaA09g43200D	4
BnaC07g29900D--BnaC08g35720D--BnaC04g35070D--BnaA09g43200D--BnaA04g12160D	5
BnaC07g29920D	67
BnaC07g29920D--BnaA06g27020D	22
BnaC07g29940D	633
BnaC07g29940D--BnaA06g27000D	695
BnaC07g29950D	160
BnaC07g29960D	76
BnaC07g29960D--BnaA06g26980D	25
BnaC07g29970D	59
BnaC07g29970D--BnaA06g26970D	9
BnaC07g29980D	3
BnaC07g29990D	5
BnaC07g29990D--BnaA06g26950D	5
BnaC07g29990D--BnaA09g04890D	2
BnaC07g30010D	221
BnaC07g30010D--BnaA06g39290D	308
BnaC07g30010D--BnaC07g30000D--BnaA06g26940D	3
BnaC07g30050D	109
BnaC07g30070D	97
BnaC07g30070D--BnaA06g26890D	62
BnaC07g30070D--BnaA06g26890D--BnaA03g56680D	7
BnaC07g30080D	104
BnaC07g30080D--BnaA06g26880D	61
BnaC07g30090D	2
BnaC07g30100D	2
BnaC07g30100D--BnaA06g26870D	1
BnaC07g30110D	52
BnaC07g30110D--BnaA06g26860D	21
BnaC07g30120D	143
BnaC07g30120D--BnaA06g26850D	24
BnaC07g30150D	91
BnaC07g30150D--BnaA06g26830D	16
BnaC07g30160D	158
BnaC07g30160D--BnaA06g26820D	92
BnaC07g30170D	71
BnaC07g30170D--BnaA06g26800D	4
BnaC07g30180D	396
BnaC07g30180D--BnaA06g26790D	140
BnaC07g30190D	6
BnaC07g30200D	83
BnaC07g30200D--BnaA06g26760D	192
BnaC07g30200D--BnaA06g26760D--BnaA09g04970D	3
BnaC07g30200D--BnaA09g04970D	2
BnaC07g30200D--BnaC09g04500D	4
BnaC07g30200D--BnaC09g04500D--BnaA06g26760D	20
BnaC07g30200D--BnaC09g04500D--BnaA06g26760D--BnaA09g04970D	5
BnaC07g30200D--BnaC09g04500D--BnaA09g04970D	1
BnaC07g30210D	2
BnaC07g30220D	6
BnaC07g30220D--BnaA06g26750D	80
BnaC07g30230D	16
BnaC07g30230D--BnaA06g26740D	2
BnaC07g30240D	96
BnaC07g30240D--BnaA06g26730D	69
BnaC07g30250D	113
BnaC07g30250D--BnaA06g26720D	767
BnaC07g30250D--BnaA06g26720D--BnaA02g37020D	4
BnaC07g30260D	2
BnaC07g30260D--BnaA06g26710D	12
BnaC07g30260D--BnaA06g26710D--BnaA04g06060D	17
BnaC07g30280D	112
BnaC07g30280D--BnaA06g26690D	64
BnaC07g30300D	8
BnaC07g30300D--BnaA06g26680D	25
BnaC07g30300D--BnaC07g30290D	1
BnaC07g30300D--BnaC07g30290D--BnaA06g26680D	7
BnaC07g30300D--BnaC07g30290D--BnaC09g04560D--BnaA06g26680D--BnaA09g05000D	1
BnaC07g30310D	2
BnaC07g30320D	1
BnaC07g30320D--BnaA06g26640D	6
BnaC07g30330D	1
BnaC07g30330D--BnaA06g26630D	5
BnaC07g30350D	15
BnaC07g30350D--BnaA06g26620D	18
BnaC07g30360D--BnaA06g26620D	3
BnaC07g30360D--BnaC07g30350D	1
BnaC07g30380D	133
BnaC07g30380D--BnaA06g26590D	21
BnaC07g30390D	4
BnaC07g30390D--BnaA06g26570D	1
BnaC07g30400D	2
BnaC07g30400D--BnaA06g26560D	15
BnaC07g30400D--BnaA06g26560D--BnaCnng55740D	4
BnaC07g30410D	86
BnaC07g30410D--BnaA06g26550D	95
BnaC07g30410D--BnaC06g23600D	6
BnaC07g30420D	68
BnaC07g30420D--BnaA06g26540D	12
BnaC07g30430D	28
BnaC07g30430D--BnaA06g26530D	6
BnaC07g30450D	5
BnaC07g30450D--BnaC09g19220D	1
BnaC07g30460D	45
BnaC07g30460D--BnaA06g26500D	27
BnaC07g30460D--BnaA06g26500D--BnaC02g41520D	6
BnaC07g30460D--BnaC02g41520D--BnaA02g32750D	1
BnaC07g30470D	36
BnaC07g30470D--BnaA06g26490D	7
BnaC07g30480D	4
BnaC07g30480D--BnaA06g26480D	11
BnaC07g30500D	335
BnaC07g30500D--BnaA06g26460D	235
BnaC07g30500D--BnaA06g26460D--BnaA09g05120D	8
BnaC07g30500D--BnaA09g05120D	3
BnaC07g30500D--BnaC09g04680D--BnaA06g26460D	1
BnaC07g30500D--BnaCnng50030D	1
BnaC07g30510D	2
BnaC07g30520D	110
BnaC07g30520D--BnaA06g26440D	97
BnaC07g30530D	9
BnaC07g30530D--BnaA06g26430D	26
BnaC07g30540D	29
BnaC07g30540D--BnaA06g26420D	8
BnaC07g30540D--BnaC02g31030D	2
BnaC07g30560D	163
BnaC07g30560D--BnaA06g26410D	82
BnaC07g30570D	4
BnaC07g30580D	90
BnaC07g30580D--BnaA06g26400D	41
BnaC07g30590D	575
BnaC07g30590D--BnaA02g32780D	6
BnaC07g30590D--BnaA06g26380D	164
BnaC07g30590D--BnaA06g26380D--BnaAnng30090D	1
BnaC07g30590D--BnaA06g26380D--BnaC02g14460D--BnaA09g05150D--BnaA02g32780D--BnaAnng30090D	5
BnaC07g30590D--BnaA06g26380D--BnaC02g14460D--BnaA09g05150D--BnaC02g41560D--BnaA02g32780D--BnaAnng30090D	1
BnaC07g30590D--BnaA06g26380D--BnaC02g14460D--BnaC02g41560D--BnaA02g32780D	5
BnaC07g30590D--BnaA06g26380D--BnaC04g06970D	15
BnaC07g30590D--BnaA06g26380D--BnaC04g06970D--BnaC06g11360D	3
BnaC07g30590D--BnaA06g26390D	324
BnaC07g30590D--BnaC04g06970D	1
BnaC07g30590D--BnaC06g11360D	4
BnaC07g30600D	44
BnaC07g30600D--BnaA06g26370D	20
BnaC07g30610D	48
BnaC07g30610D--BnaA06g26360D	19
BnaC07g30620D	1
BnaC07g30620D--BnaA06g26350D	1
BnaC07g30630D	23
BnaC07g30630D--BnaA06g26340D	7
BnaC07g30640D	12
BnaC07g30640D--BnaA06g26330D	8
BnaC07g30650D	10
BnaC07g30650D--BnaA06g26320D	115
BnaC07g30650D--BnaA06g26320D--BnaA09g05190D	3
BnaC07g30650D--BnaA06g26320D--BnaCnng70080D	100
BnaC07g30650D--BnaC09g04760D--BnaA06g26320D--BnaA09g05190D	16
BnaC07g30650D--BnaC09g04760D--BnaA06g26320D--BnaCnng70080D	17
BnaC07g30650D--BnaCnng70080D	9
BnaC07g30670D	173
BnaC07g30670D--BnaA06g26290D	20
BnaC07g30670D--BnaA06g26300D	187
BnaC07g30680D	23
BnaC07g30680D--BnaA06g26290D	12
BnaC07g30680D--BnaA09g05220D	5
BnaC07g30680D--BnaC09g04790D--BnaA06g26290D--BnaA09g05220D	17
BnaC07g30680D--BnaC09g37160D--BnaA02g32820D	1
BnaC07g30690D	266
BnaC07g30690D--BnaA06g26280D	192
BnaC07g30690D--BnaA06g26280D--BnaA09g05230D	3
BnaC07g30690D--BnaA09g05230D	4
BnaC07g30690D--BnaC09g04800D	23
BnaC07g30690D--BnaC09g04800D--BnaA06g26280D	13
BnaC07g30700D	372
BnaC07g30700D--BnaAnng33070D	110
BnaC07g30710D	1
BnaC07g30710D--BnaA06g26270D--BnaCnng34160D	12
BnaC07g30710D--BnaC09g04810D--BnaCnng34160D	1
BnaC07g30710D--BnaCnng34160D	45
BnaC07g30720D	160
BnaC07g30720D--BnaA02g32850D--BnaCnng34170D	3
BnaC07g30720D--BnaA06g26260D	9
BnaC07g30720D--BnaA06g26260D--BnaA02g32850D--BnaCnng34170D	1
BnaC07g30720D--BnaA06g26260D--BnaC02g41600D--BnaA02g32850D--BnaCnng34170D	3
BnaC07g30720D--BnaA06g26260D--BnaC02g41600D--BnaCnng34170D	2
BnaC07g30720D--BnaA06g26260D--BnaCnng34170D	30
BnaC07g30720D--BnaA09g05250D--BnaCnng34170D	2
BnaC07g30720D--BnaC02g41600D--BnaA02g32850D	1
BnaC07g30720D--BnaC09g04820D	4
BnaC07g30720D--BnaC09g04820D--BnaCnng34170D	4
BnaC07g30720D--BnaCnng34170D	125
BnaC07g30730D	30
BnaC07g30730D--BnaA06g26250D	53
BnaC07g30740D	29
BnaC07g30740D--BnaA06g26230D	9
BnaC07g30740D--BnaC04g06450D--BnaC09g45090D--BnaC06g29480D--BnaC02g41880D--BnaC05g03210D	4
BnaC07g30740D--BnaC04g06450D--BnaC09g45090D--BnaC06g29480D--BnaC02g41880D--BnaC05g03210D--BnaCnng21440D	6
BnaC07g30740D--BnaC05g26530D--BnaC03g64990D--BnaCnng21440D	3
BnaC07g30740D--BnaC09g04840D--BnaA06g26230D	1
BnaC07g30740D--BnaC09g04840D--BnaA06g26230D--BnaA09g05270D	3
BnaC07g30740D--BnaC09g45090D--BnaC06g29480D--BnaC02g41880D--BnaC05g03210D--BnaCnng21440D	3
BnaC07g30740D--BnaCnng21440D	3
BnaC07g30750D	81
BnaC07g30750D--BnaA06g26220D	18
BnaC07g30760D	43
BnaC07g30760D--BnaA06g26210D	26
BnaC07g30760D--BnaC09g04850D--BnaA06g26210D	2
BnaC07g30790D	283
BnaC07g30790D--BnaA02g32870D	3
BnaC07g30790D--BnaA06g26190D	213
BnaC07g30790D--BnaA06g26190D--BnaA02g32870D	1
BnaC07g30790D--BnaA06g26190D--BnaC02g41620D--BnaA02g32870D	4
BnaC07g30810D	80
BnaC07g30810D--BnaA06g26170D	32
BnaC07g30820D	2
BnaC07g30830D	57
BnaC07g30830D--BnaA06g26150D	19
BnaC07g30840D	20
BnaC07g30840D--BnaA06g26140D	24
BnaC07g30850D	76
BnaC07g30850D--BnaA06g26130D	91
BnaC07g30910D	7
BnaC07g30920D	171
BnaC07g30920D--BnaA08g06610D	127
BnaC07g30950D	113
BnaC07g30960D	68
BnaC07g30960D--BnaC02g41920D	1
BnaC07g30970D	368
BnaC07g30980D	48
BnaC07g30990D	156
BnaC07g31000D	10
BnaC07g31010D	40
BnaC07g31020D	6
BnaC07g31040D	35
BnaC07g31050D	57
BnaC07g31060D	123
BnaC07g31060D--BnaA03g57940D	16
BnaC07g31060D--BnaC07g31050D	2
BnaC07g31070D	47
BnaC07g31080D	189
BnaC07g31080D--BnaC02g42100D	3
BnaC07g31090D	12
BnaC07g31100D	85
BnaC07g31110D	132
BnaC07g31140D	12
BnaC07g31150D	47
BnaC07g31160D	4
BnaC07g31170D	57
BnaC07g31180D	15
BnaC07g31220D	230
BnaC07g31230D	41
BnaC07g31240D	78
BnaC07g31240D--BnaA09g36260D	1
BnaC07g31250D	115
BnaC07g31260D	249
BnaC07g31270D	41
BnaC07g31280D	3
BnaC07g31290D	177
BnaC07g31300D	13
BnaC07g31310D	14
BnaC07g31320D	2
BnaC07g31330D	71
BnaC07g31340D	87
BnaC07g31350D	137
BnaC07g31360D	2
BnaC07g31420D	5
BnaC07g31500D	122
BnaC07g31530D	9
BnaC07g31540D	98
BnaC07g31560D	146
BnaC07g31570D	30
BnaC07g31580D	131
BnaC07g31590D	7
BnaC07g31600D	2
BnaC07g31610D	35
BnaC07g31610D--BnaC06g13530D	16
BnaC07g31620D	132
BnaC07g31630D	1
BnaC07g31640D	13
BnaC07g31650D	20
BnaC07g31650D--BnaAnng03810D--BnaAnng03820D	1
BnaC07g31660D	14
BnaC07g31670D	1
BnaC07g31690D	1
BnaC07g31720D--BnaC07g31710D	1
BnaC07g31750D	1
BnaC07g31770D	3
BnaC07g31780D	4
BnaC07g31790D	44
BnaC07g31800D	105
BnaC07g31830D	14
BnaC07g31840D	24
BnaC07g31870D--BnaA04g26170D	1
BnaC07g31880D	2
BnaC07g31890D	176
BnaC07g31900D	29
BnaC07g31910D	1
BnaC07g31920D	1
BnaC07g31930D	9
BnaC07g31950D	28
BnaC07g31960D--BnaC07g31970D	4
BnaC07g31970D	53
BnaC07g31980D	7
BnaC07g32000D	46
BnaC07g32020D	8
BnaC07g32030D	283
BnaC07g32040D	5
BnaC07g32050D	49
BnaC07g32050D--BnaA01g19640D	1
BnaC07g32060D	137
BnaC07g32070D	94
BnaC07g32070D--BnaA09g54650D	22
BnaC07g32070D--BnaA09g54650D--BnaC08g48800D	4
BnaC07g32080D	45
BnaC07g32090D	71
BnaC07g32100D	28
BnaC07g32110D	222
BnaC07g32120D	1
BnaC07g32130D	4
BnaC07g32150D	118
BnaC07g32160D	47
BnaC07g32160D--BnaC01g42420D	1
BnaC07g32170D	11
BnaC07g32180D	1
BnaC07g32210D	10
BnaC07g32220D	1
BnaC07g32260D	15
BnaC07g32270D	16
BnaC07g32280D	129
BnaC07g32290D	148
BnaC07g32320D	1
BnaC07g32340D	1
BnaC07g32370D--BnaC01g38400D--BnaAnng16430D	1
BnaC07g32410D	35
BnaC07g32420D	9
BnaC07g32470D	6
BnaC07g32470D--BnaA03g57950D	2
BnaC07g32480D	598
BnaC07g32480D--BnaA03g57960D	142
BnaC07g32490D	49
BnaC07g32490D--BnaA03g57970D	6
BnaC07g32510D	66
BnaC07g32520D	106
BnaC07g32530D	124
BnaC07g32550D	112
BnaC07g32560D	590
BnaC07g32570D	30
BnaC07g32580D	1
BnaC07g32590D--BnaCnng38170D	2
BnaC07g32600D	1
BnaC07g32610D	77
BnaC07g32610D--BnaCnng36710D--BnaCnng71380D	1
BnaC07g32630D--BnaC07g32640D	10
BnaC07g32640D	26
BnaC07g32640D--BnaA03g57050D	6
BnaC07g32670D	50
BnaC07g32670D--BnaA03g57030D	40
BnaC07g32690D	16
BnaC07g32700D	2
BnaC07g32720D	150
BnaC07g32730D	18
BnaC07g32740D	4
BnaC07g32750D	1
BnaC07g32760D	328
BnaC07g32770D	7
BnaC07g32790D	37
BnaC07g32810D	31
BnaC07g32820D	329
BnaC07g32840D	231
BnaC07g32860D	33
BnaC07g32870D	80
BnaC07g32900D	5
BnaC07g32910D	12
BnaC07g32920D	1
BnaC07g32920D--BnaA03g58050D	2
BnaC07g32940D	159
BnaC07g32950D	125
BnaC07g32960D	2
BnaC07g32970D	4
BnaC07g32980D	233
BnaC07g32990D	1
BnaC07g33000D	321
BnaC07g33010D	87
BnaC07g33020D	9
BnaC07g33030D	9
BnaC07g33050D	3
BnaC07g33060D	1227
BnaC07g33060D--BnaA01g18450D	39
BnaC07g33060D--BnaA01g18450D--BnaCnng27780D	3
BnaC07g33060D--BnaCnng27780D	52
BnaC07g33070D	337
BnaC07g33070D--BnaA08g05710D	3
BnaC07g33070D--BnaC01g41850D	3
BnaC07g33080D	42
BnaC07g33090D	440
BnaC07g33090D--BnaA01g35430D	27
BnaC07g33090D--BnaC01g22400D	3
BnaC07g33090D--BnaC01g22400D--BnaA01g35430D	3
BnaC07g33110D	698
BnaC07g33120D	20
BnaC07g33140D	3
BnaC07g33170D	1
BnaC07g33180D	73
BnaC07g33200D	10
BnaC07g33210D	88
BnaC07g33220D	33
BnaC07g33230D	25
BnaC07g33230D--BnaC01g22260D	9
BnaC07g33240D	74
BnaC07g33250D	262
BnaC07g33290D	25
BnaC07g33290D--BnaA08g05910D--BnaC08g10470D	1
BnaC07g33290D--BnaC08g40170D	6
BnaC07g33300D	8
BnaC07g33300D--BnaCnng65470D	7
BnaC07g33310D	178
BnaC07g33320D	9
BnaC07g33330D	7
BnaC07g33340D	47
BnaC07g33350D	4
BnaC07g33350D--BnaA07g02280D	3
BnaC07g33360D	30
BnaC07g33370D	21
BnaC07g33370D--BnaA07g02280D	13
BnaC07g33370D--BnaC07g33350D	19
BnaC07g33370D--BnaC07g33350D--BnaA07g02280D	21
BnaC07g33380D	1
BnaC07g33390D	203
BnaC07g33390D--BnaC08g47760D--BnaAnng35850D	2
BnaC07g33400D	148
BnaC07g33410D	32
BnaC07g33420D	17
BnaC07g33430D	28
BnaC07g33430D--BnaC01g22100D	2
BnaC07g33440D	18
BnaC07g33450D	247
BnaC07g33450D--BnaC08g48070D	4
BnaC07g33460D	1
BnaC07g33470D	19
BnaC07g33480D	54
BnaC07g33480D--BnaA01g17670D--BnaC01g22020D	1
BnaC07g33480D--BnaC01g22020D	4
BnaC07g33500D	10
BnaC07g33500D--BnaC01g21970D	2
BnaC07g33510D	3
BnaC07g33520D	59
BnaC07g33530D	74
BnaC07g33530D--BnaA01g17580D--BnaC01g21930D	2
BnaC07g33540D	65
BnaC07g33550D	1
BnaC07g33560D	103
BnaC07g33580D	8
BnaC07g33590D	2
BnaC07g33590D--BnaC09g28490D	1
BnaC07g33590D--BnaC09g28490D--BnaC05g36640D	1
BnaC07g33600D	4
BnaC07g33610D	95
BnaC07g33620D	173
BnaC07g33630D	2
BnaC07g33640D	130
BnaC07g33650D	33
BnaC07g33660D	24
BnaC07g33670D	38
BnaC07g33680D	4
BnaC07g33690D	4
BnaC07g33700D	200
BnaC07g33700D--BnaA01g17350D--BnaCnng40270D	2
BnaC07g33720D	60
BnaC07g33720D--BnaCnng73380D--BnaAnng37910D	1
BnaC07g33730D	235
BnaC07g33750D	2
BnaC07g33760D	110
BnaC07g33760D--BnaA01g17220D	1
BnaC07g33760D--BnaAnng27580D	26
BnaC07g33770D	57
BnaC07g33850D	2
BnaC07g33860D	5
BnaC07g33860D--BnaC01g39830D	1
BnaC07g33870D--BnaC06g05850D	1
BnaC07g33880D	17
BnaC07g33890D	31
BnaC07g33900D	1
BnaC07g33930D--BnaC07g33920D--BnaC07g33910D--BnaC09g00790D	3
BnaC07g33930D--BnaC09g00790D	1
BnaC07g33940D	2
BnaC07g33950D	100
BnaC07g33950D--BnaC02g09870D	1
BnaC07g33960D	174
BnaC07g33970D	26
BnaC07g33970D--BnaA01g18100D	1
BnaC07g33980D	3
BnaC07g33980D--BnaC03g42270D	1
BnaC07g33980D--BnaC03g42270D--BnaC06g42730D	1
BnaC07g33990D	21
BnaC07g34000D	9
BnaC07g34010D	29
BnaC07g34020D	12
BnaC07g34020D--BnaA03g58070D	2
BnaC07g34020D--BnaC01g21280D--BnaA03g58070D	11
BnaC07g34030D	3
BnaC07g34050D	18
BnaC07g34060D	6
BnaC07g34070D	2
BnaC07g34070D--BnaC07g34030D	30
BnaC07g34080D	2
BnaC07g34080D--BnaC07g34040D	2
BnaC07g34090D	48
BnaC07g34090D--BnaC07g34050D	61
BnaC07g34090D--BnaC07g34050D--BnaA01g17990D	6
BnaC07g34090D--BnaC07g34050D--BnaC01g21270D--BnaA01g17990D	2
BnaC07g34090D--BnaC07g34050D--BnaC01g21270D--BnaA01g17990D--BnaCnng74080D	7
BnaC07g34090D--BnaC07g34050D--BnaCnng74080D	101
BnaC07g34100D	29
BnaC07g34100D--BnaA01g17980D	2
BnaC07g34100D--BnaC01g21260D--BnaA01g17980D	1
BnaC07g34100D--BnaC07g34060D	8
BnaC07g34100D--BnaC07g34060D--BnaA01g17980D	6
BnaC07g34120D	2
BnaC07g34140D	1
BnaC07g34170D	1
BnaC07g34180D	59
BnaC07g34180D--BnaA01g17940D	3
BnaC07g34180D--BnaC01g21190D--BnaA01g17940D	3
BnaC07g34190D	179
BnaC07g34200D	79
BnaC07g34200D--BnaA08g30220D	1
BnaC07g34200D--BnaC01g21180D	1
BnaC07g34200D--BnaC01g21180D--BnaA01g17930D	4
BnaC07g34200D--BnaC01g21180D--BnaA01g17930D--BnaA08g30220D	16
BnaC07g34200D--BnaC01g21180D--BnaA01g17930D--BnaCnng18750D	1
BnaC07g34200D--BnaC01g21180D--BnaCnng18750D--BnaA08g30220D	21
BnaC07g34200D--BnaCnng18750D--BnaA08g30220D	1
BnaC07g34220D	52
BnaC07g34230D	4
BnaC07g34240D	66
BnaC07g34250D	147
BnaC07g34260D	102
BnaC07g34260D--BnaA01g17780D	1
BnaC07g34270D	4
BnaC07g34280D	45
BnaC07g34290D	276
BnaC07g34310D	43
BnaC07g34320D	62
BnaC07g34330D	7
BnaC07g34330D--BnaA01g31580D	30
BnaC07g34350D	1
BnaC07g34360D	7
BnaC07g34370D	74
BnaC07g34380D	391
BnaC07g34390D	281
BnaC07g34390D--BnaC01g10120D	30
BnaC07g34400D	224
BnaC07g34400D--BnaC01g10130D--BnaAnng21250D	22
BnaC07g34420D	1
BnaC07g34420D--BnaAnng21220D	1
BnaC07g34450D	20
BnaC07g34470D	13
BnaC07g34480D	94
BnaC07g34480D--BnaC01g10220D	1
BnaC07g34490D	162
BnaC07g34490D--BnaC01g10230D	2
BnaC07g34510D	68
BnaC07g34520D	2
BnaC07g34560D	12
BnaC07g34650D--BnaC07g34670D	11
BnaC07g34660D	2
BnaC07g34670D	80
BnaC07g34680D	112
BnaC07g34690D	52
BnaC07g34760D	9
BnaC07g34770D	52
BnaC07g34790D	5
BnaC07g34800D	1
BnaC07g34840D	2
BnaC07g34860D	206
BnaC07g34860D--BnaC01g10360D	3
BnaC07g34870D	279
BnaC07g34870D--BnaC01g10370D	75
BnaC07g34880D	46
BnaC07g34890D	75
BnaC07g34900D	278
BnaC07g34900D--BnaC09g19570D--BnaA09g18140D	1
BnaC07g34910D	5
BnaC07g34940D	36
BnaC07g34940D--BnaC07g34950D	15
BnaC07g34940D--BnaC07g34950D--BnaA03g58440D	1
BnaC07g34940D--BnaC07g50090D	9
BnaC07g34950D	7
BnaC07g34950D--BnaC07g50090D	1
BnaC07g34970D	21
BnaC07g35020D	241
BnaC07g35040D	19
BnaC07g35050D	60
BnaC07g35060D	11
BnaC07g35070D	44
BnaC07g35080D	26
BnaC07g35090D	70
BnaC07g35100D	180
BnaC07g35100D--BnaC01g40830D	1
BnaC07g35120D	55
BnaC07g35120D--BnaC01g40790D	2
BnaC07g35130D	81
BnaC07g35130D--BnaC08g10370D	26
BnaC07g35150D	65
BnaC07g35160D	6
BnaC07g35180D	4
BnaC07g35190D	86
BnaC07g35200D	24
BnaC07g35220D	3
BnaC07g35230D--BnaC05g30160D--BnaCnng72250D	1
BnaC07g35240D	3
BnaC07g35240D--BnaA03g58230D	5
BnaC07g35250D	336
BnaC07g35250D--BnaA03g58240D	154
BnaC07g35260D	9
BnaC07g35260D--BnaA03g58250D	4
BnaC07g35270D	69
BnaC07g35270D--BnaA03g58260D	36
BnaC07g35270D--BnaA03g58260D--BnaC01g40850D	6
BnaC07g35270D--BnaC01g40850D	2
BnaC07g35280D	1
BnaC07g35280D--BnaA03g58280D	1
BnaC07g35290D--BnaA03g58290D	2
BnaC07g35300D	7
BnaC07g35300D--BnaA03g58300D	9
BnaC07g35300D--BnaC03g76820D	1
BnaC07g35310D	41
BnaC07g35310D--BnaA03g58310D	16
BnaC07g35320D	211
BnaC07g35320D--BnaA03g58320D	68
BnaC07g35330D	7
BnaC07g35330D--BnaA03g58330D	6
BnaC07g35370D	15
BnaC07g35370D--BnaA03g58140D	23
BnaC07g35380D	3
BnaC07g35390D	3
BnaC07g35390D--BnaAnng28070D	3
BnaC07g35420D	1
BnaC07g35430D	12
BnaC07g35430D--BnaAnng30480D	6
BnaC07g35450D	32
BnaC07g35450D--BnaA03g58190D	15
BnaC07g35450D--BnaC03g62730D--BnaA03g58190D	1
BnaC07g35480D--BnaC06g08170D	1
BnaC07g35490D	147
BnaC07g35490D--BnaA03g58220D	24
BnaC07g35520D	120
BnaC07g35520D--BnaAnng31620D	35
BnaC07g35520D--BnaC03g62890D	1
BnaC07g35530D	13
BnaC07g35550D	129
BnaC07g35610D--BnaCnng08890D	48
BnaC07g35620D	6
BnaC07g35620D--BnaCnng08900D	63
BnaC07g35650D	4
BnaC07g35660D	6
BnaC07g35670D	34
BnaC07g35680D	72
BnaC07g35690D	8
BnaC07g35700D	178
BnaC07g35710D	2
BnaC07g35720D	1
BnaC07g35730D	99
BnaC07g35730D--BnaC01g40980D	1
BnaC07g35740D	53
BnaC07g35750D	46
BnaC07g35760D	1
BnaC07g35760D--BnaC07g50090D	1
BnaC07g35770D	7
BnaC07g35780D	212
BnaC07g35780D--BnaC03g63120D	7
BnaC07g35790D	1
BnaC07g35800D	88
BnaC07g35820D	16
BnaC07g35820D--BnaA09g25820D--BnaA09g25690D	1
BnaC07g35830D	4
BnaC07g35850D	29
BnaC07g35860D	105
BnaC07g35860D--BnaC03g63220D	1
BnaC07g35880D	19
BnaC07g35890D	17
BnaC07g35900D	112
BnaC07g35910D	68
BnaC07g35950D	28
BnaC07g35960D	21
BnaC07g36040D	1
BnaC07g36050D	60
BnaC07g36050D--BnaAnng38140D	74
BnaC07g36060D	1577
BnaC07g36070D	2195
BnaC07g36080D	97
BnaC07g36090D	2
BnaC07g36130D	6
BnaC07g36140D	2
BnaC07g36140D--BnaC06g27250D	1
BnaC07g36140D--BnaC09g10660D--BnaCnng05000D--BnaC02g44590D	1
BnaC07g36140D--BnaC09g17620D	1
BnaC07g36140D--BnaCnng05000D--BnaC02g44590D	1
BnaC07g36140D--BnaCnng05000D--BnaC06g27270D--BnaC02g44590D	4
BnaC07g36150D	100
BnaC07g36170D	60
BnaC07g36170D--BnaC02g12960D	18
BnaC07g36170D--BnaC09g33760D	8
BnaC07g36180D	86
BnaC07g36190D	13
BnaC07g36190D--BnaCnng18610D	2
BnaC07g36210D	2
BnaC07g36250D	544
BnaC07g36260D	115
BnaC07g36300D	3
BnaC07g36310D	361
BnaC07g36310D--BnaA03g44480D	166
BnaC07g36310D--BnaA03g44480D--BnaCnng39720D--BnaCnng39730D--BnaA01g35060D	2
BnaC07g36310D--BnaA03g44480D--BnaCnng39740D--BnaA01g35060D	72
BnaC07g36310D--BnaCnng39720D--BnaCnng39730D--BnaA01g35060D	18
BnaC07g36330D	34
BnaC07g36330D--BnaA03g44500D	40
BnaC07g36330D--BnaA03g44500D--BnaC03g63790D	1
BnaC07g36330D--BnaA03g44500D--BnaCnng39750D	4
BnaC07g36340D	75
BnaC07g36340D--BnaA03g44510D	33
BnaC07g36350D	9
BnaC07g36350D--BnaA03g44520D	5
BnaC07g36360D	131
BnaC07g36360D--BnaA03g44530D	14
BnaC07g36360D--BnaA03g44530D--BnaC03g63820D	28
BnaC07g36360D--BnaA03g44530D--BnaC03g63820D--BnaA08g30480D	3
BnaC07g36360D--BnaA08g30480D	10
BnaC07g36360D--BnaC03g63820D	7
BnaC07g36360D--BnaC07g18140D	1
BnaC07g36370D	40
BnaC07g36370D--BnaA03g44540D	28
BnaC07g36380D	4
BnaC07g36390D	6
BnaC07g36400D	25
BnaC07g36400D--BnaA03g44570D	10
BnaC07g36410D	4
BnaC07g36410D--BnaC02g40910D	1
BnaC07g36420D	960
BnaC07g36420D--BnaA03g44600D	367
BnaC07g36420D--BnaA03g44600D--BnaA03g44610D	1
BnaC07g36420D--BnaA03g44610D	19
BnaC07g36420D--BnaC07g36430D	63
BnaC07g36420D--BnaC07g36430D--BnaA03g44600D	23
BnaC07g36420D--BnaC07g36430D--BnaA03g44610D	16
BnaC07g36430D	129
BnaC07g36430D--BnaA03g44610D	36
BnaC07g36440D	299
BnaC07g36440D--BnaA03g44620D	675
BnaC07g36450D	16
BnaC07g36460D	1
BnaC07g36460D--BnaA03g44630D	2
BnaC07g36480D	54
BnaC07g36480D--BnaA02g22660D	1
BnaC07g36480D--BnaA03g44640D	47
BnaC07g36480D--BnaC03g63960D	2
BnaC07g36490D--BnaA03g44650D	1
BnaC07g36550D	20
BnaC07g36550D--BnaA03g58560D	22
BnaC07g36560D	96
BnaC07g36560D--BnaA03g58550D	46
BnaC07g36570D	20
BnaC07g36570D--BnaA03g58540D	4
BnaC07g36570D--BnaC03g64390D	3
BnaC07g36580D	88
